"Step","Subsection","Problem ID","Problem","Completed","Revision","Difficulty","Problem URL","TUF Plus Solve URL","TUF Plus Editorial URL","Article URL","YouTube URL","Practice URL","Other Resources"
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Learning","391","Implement stack using Linkedlist","Yes","No","Easy","https://takeuforward.org/data-structure/implement-stack-using-linked-list/","https://takeuforward.org/plus/dsa/problems/implement-stack-using-linkedlist?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/implement-stack-using-linkedlist?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/implement-stack-using-linked-list/","https://youtu.be/tqQ5fTamIN4?si=ofLt8Zt1ZvhikZ6w","",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Learning","388","Implement queue using Linkedlist","Yes","No","Easy","https://takeuforward.org/data-structure/implement-queue-using-linked-list/","https://takeuforward.org/plus/dsa/problems/implement-queue-using-linkedlist?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/implement-queue-using-linkedlist?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/implement-queue-using-linked-list/","https://youtu.be/tqQ5fTamIN4?si=ofLt8Zt1ZvhikZ6w","",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Learning","966","Balanced Paranthesis","Yes","No","Easy","https://takeuforward.org/data-structure/check-for-balanced-parentheses/","https://takeuforward.org/plus/dsa/problems/balanced-paranthesis?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/balanced-paranthesis?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/check-for-balanced-parentheses/","https://youtu.be/xwjS0iZhw4I?si=UoyKpFn4Q3nf5h2R","https://leetcode.com/problems/valid-parentheses/",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Learning","958","Implement Min Stack","Yes","No","Hard","https://takeuforward.org/data-structure/implement-min-stack-o2n-and-on-space-complexity/","https://takeuforward.org/plus/dsa/problems/implement-min-stack?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/implement-min-stack?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/implement-min-stack-o2n-and-on-space-complexity/","https://youtu.be/NdDIaH91P0g?si=4_Jbsq5trFvfSdUY","https://leetcode.com/problems/min-stack/",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems","586","Infix to Postfix Conversion","No","No","Medium","https://takeuforward.org/data-structure/infix-to-postfix/","https://takeuforward.org/plus/dsa/problems/infix-to-postfix-conversion?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/infix-to-postfix/","https://youtu.be/4pIc9UBHJtk?si=ryeVvQWpCgwbTQrh","",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems","848","Prefix to Infix Conversion","No","No","Medium","https://takeuforward.org/data-structure/prefix-to-infix-conversion","https://takeuforward.org/plus/dsa/problems/prefix-to-infix-conversion?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/prefix-to-infix-conversion","https://youtu.be/4pIc9UBHJtk?si=ryeVvQWpCgwbTQrh","",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems","849","Prefix to Postfix Conversion","No","No","Medium","https://takeuforward.org/data-structure/prefix-to-postfix-conversion","https://takeuforward.org/plus/dsa/problems/prefix-to-postfix-conversion?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/prefix-to-postfix-conversion","https://youtu.be/4pIc9UBHJtk?si=0pWtyDC1GhbiYP3P","",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems","825","Postfix to Prefix Conversion","No","No","Medium","https://takeuforward.org/data-structure/postfix-to-prefix-conversion","https://takeuforward.org/plus/dsa/problems/postfix-to-prefix-conversion?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/postfix-to-prefix-conversion","https://youtu.be/4pIc9UBHJtk?si=0pWtyDC1GhbiYP3P","",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems","824","Postfix to Infix Conversion","No","No","Easy","https://takeuforward.org/data-structure/postfix-to-infix","https://takeuforward.org/plus/dsa/problems/postfix-to-infix-conversion?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/postfix-to-infix","https://youtu.be/4pIc9UBHJtk?si=0pWtyDC1GhbiYP3P","",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems","587","Infix to Prefix Conversion","No","No","Medium","https://takeuforward.org/data-structure/infix-to-prefix/","https://takeuforward.org/plus/dsa/problems/infix-to-prefix-conversion?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/infix-to-prefix/","https://youtu.be/4pIc9UBHJtk?si=0pWtyDC1GhbiYP3P","",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","968","Next Greater Element","Yes","No","Medium","https://takeuforward.org/data-structure/next-greater-element-using-stack/","https://takeuforward.org/plus/dsa/problems/next-greater-element?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/next-greater-element?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/next-greater-element-using-stack/","https://youtu.be/e7XQLtOQM3I?si=QdcHpTtx6gAHsext","https://leetcode.com/problems/next-greater-element-i/",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","969","Next Greater Element - 2","Yes","No","Medium","https://takeuforward.org/data-structure/next-greater-element-2","https://takeuforward.org/plus/dsa/problems/next-greater-element---2?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/next-greater-element---2?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/next-greater-element-2","https://youtu.be/7PrncD7v9YQ?si=UkBc7eVy9HGlBpeW","https://leetcode.com/problems/next-greater-element-ii/",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","768","Next Smaller Element","Yes","No","Medium","https://takeuforward.org/data-structure/next-smaller-element","https://takeuforward.org/plus/dsa/problems/next-smaller-element?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/next-smaller-element","","",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","285","Number of Greater Elements to the Right","No","No","Easy","https://takeuforward.org/data-structure/number-of-nges-to-the-right","https://takeuforward.org/plus/dsa/problems/number-of-greater-elements-to-the-right?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/number-of-nges-to-the-right","","",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","965","Trapping Rainwater","No","No","Hard","https://takeuforward.org/data-structure/trapping-rainwater/","https://takeuforward.org/plus/dsa/problems/trapping-rainwater?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/trapping-rainwater?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/trapping-rainwater/","https://youtu.be/1_5VuquLbXg?si=NFG6df318_6OtGvg","https://leetcode.com/problems/trapping-rain-water/",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","971","Sum of Subarray Minimums","No","No","Medium","https://takeuforward.org/data-structure/sum-of-subarray-minimums","https://takeuforward.org/plus/dsa/problems/sum-of-subarray-minimums?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/sum-of-subarray-minimums?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/sum-of-subarray-minimums","https://youtu.be/v0e8p9JCgRc?si=XAU7ekECgS5nboRw","https://leetcode.com/problems/sum-of-subarray-minimums/",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","967","Asteroid Collision","No","No","Medium","https://takeuforward.org/data-structure/asteroid-collision","https://takeuforward.org/plus/dsa/problems/asteroid-collision?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/asteroid-collision?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/asteroid-collision","https://youtu.be/_eYGqw_VDR4?si=YyxibcHq800RqgIQ","https://leetcode.com/problems/asteroid-collision/",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","972","Sum of Subarray Ranges","No","No","Medium","https://takeuforward.org/data-structure/sum-of-subarray-ranges","https://takeuforward.org/plus/dsa/problems/sum-of-subarray-ranges?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/sum-of-subarray-ranges?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/sum-of-subarray-ranges","https://youtu.be/gIrMptNPf5M?si=Q_GHuBvzZVs27X_U","https://leetcode.com/problems/sum-of-subarray-ranges/",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","970","Remove K Digits","No","No","Medium","https://takeuforward.org/data-structure/remove-k-digits","https://takeuforward.org/plus/dsa/problems/remove-k-digits?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/remove-k-digits?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/remove-k-digits","https://youtu.be/jmbuRzYPGrg?si=WN387gwQ7aXWkUao","https://leetcode.com/problems/remove-k-digits/",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","959","Largest rectangle in a histogram","No","No","Hard","https://takeuforward.org/data-structure/area-of-largest-rectangle-in-histogram/","https://takeuforward.org/plus/dsa/problems/largest-rectangle-in-a-histogram?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/largest-rectangle-in-a-histogram?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/area-of-largest-rectangle-in-histogram/","https://youtu.be/Bzat9vgD0fs?si=DiBlLejXcr6EJoyB","https://leetcode.com/problems/largest-rectangle-in-histogram/",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","962","Maximum Rectangles","No","No","Hard","https://takeuforward.org/data-structure/maximum-rectangle-area-with-all-1s-dp-on-rectangles-dp-55/","https://takeuforward.org/plus/dsa/problems/maximum-rectangles?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/maximum-rectangles?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/maximum-rectangle-area-with-all-1s-dp-on-rectangles-dp-55/","https://youtu.be/tOylVCugy9k","https://leetcode.com/problems/maximal-rectangle/",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Implementation Problems","963","Sliding Window Maximum","No","No","Hard","https://takeuforward.org/data-structure/sliding-window-maximum/","https://takeuforward.org/plus/dsa/problems/sliding-window-maximum?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/sliding-window-maximum?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/sliding-window-maximum/","https://youtu.be/NwBvene4Imo?si=eU1PY-bcQfk5wdog","https://leetcode.com/problems/sliding-window-maximum/",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Implementation Problems","964","Stock span problem","No","No","Hard","https://takeuforward.org/data-structure/stock-span-problem","https://takeuforward.org/plus/dsa/problems/stock-span-problem?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/stock-span-problem?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/stock-span-problem","https://youtu.be/eay-zoSRkVc?si=deNNe5i38BOAntha","https://leetcode.com/problems/online-stock-span/",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Implementation Problems","957","Celebrity Problem","No","No","Hard","https://takeuforward.org/data-structure/celebrity-problem","https://takeuforward.org/plus/dsa/problems/celebrity-problem?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/celebrity-problem?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/celebrity-problem","https://youtu.be/cEadsbTeze4?si=olXYfOs7l-SEn2zl","https://leetcode.com/accounts/login/?next=/problems/find-the-celebrity/",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Implementation Problems","961","LRU Cache","No","No","Medium","https://takeuforward.org/data-structure/program-for-least-recently-used-lru-page-replacement-algorithm","https://takeuforward.org/plus/dsa/problems/lru-cache?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/lru-cache?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/program-for-least-recently-used-lru-page-replacement-algorithm","","",""
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Implementation Problems","960","LFU Cache","No","No","Hard","https://takeuforward.org/data-structure/lfu-cache","https://takeuforward.org/plus/dsa/problems/lfu-cache?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/lfu-cache?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/lfu-cache","https://www.youtube.com/watch?v=0PSB9y8ehbk&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=79","https://leetcode.com/problems/lfu-cache/",""
"Sliding Window & Two Pointer Combined Problems","Medium Problems","2857","Longest Substring Without Repeating Characters","Yes","No","Medium","https://takeuforward.org/data-structure/length-of-longest-substring-without-any-repeating-character/","https://takeuforward.org/plus/dsa/problems/longest-substring-without-repeating-characters?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/longest-substring-without-repeating-characters?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/length-of-longest-substring-without-any-repeating-character/","https://youtu.be/-zSxTJkcdAo?si=I2zfR-vlDMg0zU9z","https://leetcode.com/problems/longest-substring-without-repeating-characters/",""
"Sliding Window & Two Pointer Combined Problems","Medium Problems","930","Max Consecutive Ones III","Yes","No","Medium","https://takeuforward.org/data-structure/max-consecutive-ones-iii","https://takeuforward.org/plus/dsa/problems/max-consecutive-ones-iii?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/max-consecutive-ones-iii?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/max-consecutive-ones-iii","https://youtu.be/3E4JBHSLpYk?si=SoOW64pP6otEKxBw","https://leetcode.com/problems/max-consecutive-ones-iii/",""
"Sliding Window & Two Pointer Combined Problems","Medium Problems","926","Fruit Into Baskets","No","No","Medium","https://takeuforward.org/data-structure/fruit-into-baskets","https://takeuforward.org/plus/dsa/problems/fruit-into-baskets?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/fruit-into-baskets?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/fruit-into-baskets","https://youtu.be/e3bs0uA1NhQ?si=gR8pO62u-nJeFAXk","",""
"Sliding Window & Two Pointer Combined Problems","Medium Problems","927","Longest Repeating Character Replacement","No","No","Hard","https://takeuforward.org/data-structure/longest-repeating-character-replacement","https://takeuforward.org/plus/dsa/problems/longest-repeating-character-replacement?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/longest-repeating-character-replacement?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/longest-repeating-character-replacement","https://youtu.be/_eNhaDCr6P0?si=pBWcEjozF5poom0p","https://leetcode.com/problems/longest-repeating-character-replacement/",""
"Sliding Window & Two Pointer Combined Problems","Medium Problems","923","Binary Subarrays With Sum","No","No","Hard","https://takeuforward.org/data-structure/binary-subarray-with-sum","https://takeuforward.org/plus/dsa/problems/binary-subarrays-with-sum?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/binary-subarrays-with-sum?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/binary-subarray-with-sum","https://youtu.be/XnMdNUkX6VM?si=Nyt8EveeLUg8lmty","https://leetcode.com/problems/binary-subarrays-with-sum/",""
"Sliding Window & Two Pointer Combined Problems","Medium Problems","924","Count number of Nice subarrays","No","No","Hard","https://takeuforward.org/data-structure/count-number-of-nice-subarrays","https://takeuforward.org/plus/dsa/problems/count-number-of-nice-subarrays?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/count-number-of-nice-subarrays?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/count-number-of-nice-subarrays","https://youtu.be/j_QOv9OT9Og?si=Oq5-5hyFkzVSOZpP","https://leetcode.com/problems/count-number-of-nice-subarrays/",""
"Sliding Window & Two Pointer Combined Problems","Medium Problems","925","Number of Substrings Containing All Three Characters","No","No","Hard","https://takeuforward.org/data-structure/number-of-substring-containing-all-three-characters","https://takeuforward.org/plus/dsa/problems/number-of-substrings-containing-all-three-characters?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/number-of-substrings-containing-all-three-characters?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/number-of-substring-containing-all-three-characters","https://youtu.be/xtqN4qlgr8s?si=kuaLHVOLXhh5Z2tW","https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/",""
"Sliding Window & Two Pointer Combined Problems","Medium Problems","922","Maximum Points You Can Obtain from Cards","Yes","No","Medium","https://takeuforward.org/data-structure/maximum-point-you-can-obtain-from-cards","https://takeuforward.org/plus/dsa/problems/maximum-points-you-can-obtain-from-cards-?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/maximum-points-you-can-obtain-from-cards-?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/maximum-point-you-can-obtain-from-cards","https://youtu.be/pBWCOCS636U?si=-X64rY67noxvOwrG","https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/",""
"Sliding Window & Two Pointer Combined Problems","Hard Problems","928","Longest Substring With At Most K Distinct Characters","No","No","Hard","https://takeuforward.org/data-structure/longest-substring-with-at-most-k-distinct-characters","https://takeuforward.org/plus/dsa/problems/longest-substring-with-at-most-k-distinct-characters?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/longest-substring-with-at-most-k-distinct-characters?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/longest-substring-with-at-most-k-distinct-characters","https://youtu.be/teM9ZsVRQyc?si=Kh0_u6aCkkBU3Q33","https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/",""
"Sliding Window & Two Pointer Combined Problems","Hard Problems","988","Subarrays with K Different Integers","No","No","Medium","https://takeuforward.org/data-structure/subarray-with-k-different-integers","https://takeuforward.org/plus/dsa/problems/subarrays-with-k-different-integers?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/subarray-with-k-different-integers","https://youtu.be/7wYGbV_LsX4?si=KWa48RgLDCvdNqRb","https://leetcode.com/problems/subarrays-with-k-different-integers/",""
"Sliding Window & Two Pointer Combined Problems","Hard Problems","931","Minimum Window Substring","No","No","Hard","","https://takeuforward.org/plus/dsa/problems/minimum-window-substring-?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/minimum-window-substring-?tab=editorial&source=strivers-a2z-dsa-track","","https://youtu.be/WJaij9ffOIY?si=-xnsWIH84zWU0ICd","https://leetcode.com/problems/minimum-window-substring/",""
"Sliding Window & Two Pointer Combined Problems","Hard Problems","754","Minimum Window Subsequence","No","No","Hard","","https://takeuforward.org/plus/dsa/problems/minimum-window-subsequence?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/minimum-window-subsequence?tab=editorial&source=strivers-a2z-dsa-track","","","https://leetcode.com/problems/minimum-window-subsequence/",""
"Heaps [Learning, Medium, Hard Problems]","Learning","1223","Heaps (Theory Video)","No","No","Easy","https://takeuforward.org/data-structure/introduction-to-priority-queues-using-binary-heaps","https://takeuforward.org/plus/dsa/problems/heaps-theory?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/heaps-theory?source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/introduction-to-priority-queues-using-binary-heaps","","",""
"Heaps [Learning, Medium, Hard Problems]","Learning","576","Implement Min Heap","No","No","Medium","","https://takeuforward.org/plus/dsa/problems/implement-min-heap?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/implement-min-heap?tab=editorial&source=strivers-a2z-dsa-track","","","",""
"Heaps [Learning, Medium, Hard Problems]","Learning","571","Check if an array represents a min heap","No","No","Medium","https://takeuforward.org/data-structure/check-if-an-array-represents-a-min-heap","https://takeuforward.org/plus/dsa/problems/check-if-an-array-represents-a-min-heap-?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/check-if-an-array-represents-a-min-heap-?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/check-if-an-array-represents-a-min-heap","","",""
"Heaps [Learning, Medium, Hard Problems]","Learning","572","Convert Min Heap to Max Heap","No","No","Medium","","https://takeuforward.org/plus/dsa/problems/convert-min-heap-to-max-heap?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/convert-min-heap-to-max-heap?tab=editorial&source=strivers-a2z-dsa-track","","","",""
"Heaps [Learning, Medium, Hard Problems]","Medium Problems","578","K-th Largest element in an array","No","No","Medium","https://takeuforward.org/data-structure/kth-largest-smallest-element-in-an-array/","https://takeuforward.org/plus/dsa/problems/k-th-largest-element-in-an-array?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/kth-largest-smallest-element-in-an-array/","","",""
"Heaps [Learning, Medium, Hard Problems]","Medium Problems","2840","Kth smallest element in an array [use priority queue]","No","No","Medium","https://takeuforward.org/data-structure/kth-largest-smallest-element-in-an-array/","https://takeuforward.org/plus/dsa/problems/kth-smallest-element-in-an-array?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/kth-smallest-element-in-an-array?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/kth-largest-smallest-element-in-an-array/","","",""
"Heaps [Learning, Medium, Hard Problems]","Medium Problems","2409","Sort K sorted array","No","No","Easy","https://takeuforward.org/data-structure/sort-k-sorted-array","","","https://takeuforward.org/data-structure/sort-k-sorted-array","","",""
"Heaps [Learning, Medium, Hard Problems]","Medium Problems","569","Merge K sorted Lists","No","No","Hard","https://takeuforward.org/data-structure/merge-m-sorted-lists","https://takeuforward.org/plus/dsa/problems/merge-k-sorted-lists?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/merge-m-sorted-lists","","https://leetcode.com/problems/merge-k-sorted-lists/",""
"Heaps [Learning, Medium, Hard Problems]","Medium Problems","898","Replace Elements by Their Rank","No","No","Easy","https://takeuforward.org/data-structure/replace-elements-by-its-rank-in-the-array/","https://takeuforward.org/plus/dsa/problems/replace-elements-by-their-rank?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/replace-elements-by-its-rank-in-the-array/","","",""
"Heaps [Learning, Medium, Hard Problems]","Medium Problems","1008","Task Scheduler","No","No","Medium","https://takeuforward.org/data-structure/task-scheduler","https://takeuforward.org/plus/dsa/problems/task-scheduler?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/task-scheduler","","https://leetcode.com/problems/task-scheduler/",""
"Heaps [Learning, Medium, Hard Problems]","Medium Problems","556","Hand of Straights","No","No","Medium","https://takeuforward.org/data-structure/hands-of-straights","https://takeuforward.org/plus/dsa/problems/hand-of-straights?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/hands-of-straights","","https://leetcode.com/problems/hand-of-straights/",""
"Heaps [Learning, Medium, Hard Problems]","Hard Problems","565","Design Twitter","No","No","Medium","https://takeuforward.org/data-structure/design-twitter","https://takeuforward.org/plus/dsa/problems/design-twitter?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/design-twitter","","https://leetcode.com/problems/design-twitter/",""
"Heaps [Learning, Medium, Hard Problems]","Hard Problems","755","Minimum Cost to Connect Sticks","No","No","Medium","https://takeuforward.org/data-structure/minimum-cost-to-connect-sticks","https://takeuforward.org/plus/dsa/problems/minimum-cost-to-connect-sticks?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/minimum-cost-to-connect-sticks?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/minimum-cost-to-connect-sticks","","",""
"Heaps [Learning, Medium, Hard Problems]","Hard Problems","2838","Kth largest element in a stream of running integers","No","No","Hard","https://takeuforward.org/data-structure/kth-largest-element-in-a-stream-of-running-integers","https://takeuforward.org/plus/dsa/problems/kth-largest-element-in-a-stream-of-running-integers?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/kth-largest-element-in-a-stream-of-running-integers?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/kth-largest-element-in-a-stream-of-running-integers","","https://leetcode.com/problems/kth-largest-element-in-a-stream/#:~:text=Implement%20KthLargest%20class%3A,largest%20element%20in%20the%20stream.",""
"Heaps [Learning, Medium, Hard Problems]","Hard Problems","568","Maximum Sum Combination","No","No","Hard","https://takeuforward.org/data-structure/maximum-sum-combination","https://takeuforward.org/plus/dsa/problems/maximum-sum-combination?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/maximum-sum-combination","","",""
"Heaps [Learning, Medium, Hard Problems]","Hard Problems","566","Find Median from Data Stream","No","No","Hard","https://takeuforward.org/data-structure/find-median-from-data-stream","https://takeuforward.org/plus/dsa/problems/find-median-from-data-stream?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/find-median-from-data-stream","","https://leetcode.com/problems/find-median-from-data-stream/",""
"Heaps [Learning, Medium, Hard Problems]","Hard Problems","1018","Top K Frequent Elements","No","No","Medium","https://takeuforward.org/data-structure/top-k-frequent-elements","https://takeuforward.org/plus/dsa/problems/top-k-frequent-elements?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/top-k-frequent-elements","","https://leetcode.com/problems/top-k-frequent-elements/",""
"Greedy Algorithms [Easy, Medium/Hard]","Easy Problems","2834","Assign Cookies","Yes","No","Easy","https://takeuforward.org/data-structure/assign-cookies","https://takeuforward.org/plus/dsa/problems/assign-cookies?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/assign-cookies?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/assign-cookies","https://youtu.be/DIX2p7vb9co?si=GofAIDimue-Av0Fi","https://leetcode.com/problems/assign-cookies/",""
"Greedy Algorithms [Easy, Medium/Hard]","Easy Problems","489","Fractional Knapsack","No","No","Medium","https://takeuforward.org/data-structure/fractional-knapsack-problem-greedy-approach/","https://takeuforward.org/plus/dsa/problems/fractional-knapsack?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/fractional-knapsack-problem-greedy-approach/","https://youtu.be/1ibsQrnuEEg?si=8R2By3wpHo0zZVHE","",""
